,x,y,Classification,Concept Drift
2543,0.5199472994578349,0.14124606379511873,Initially Positive,After Concept Drift Negative
2544,0.8193084372594674,0.23573894856850341,Initially Positive,After Concept Drift Negative
2545,0.22242934188871233,0.27038627948443816,Initially Positive,After Concept Drift Negative
2546,0.7545145010269543,0.3603675387460127,Initially Positive,After Concept Drift Negative
2547,0.8574185894115834,0.9229330530861917,Initially Negative,After Concept Drift Positive
2548,0.685194117283444,0.4795984973076478,Initially Positive,After Concept Drift Negative
2549,0.26692694708353804,0.4956960508670104,Initially Positive,After Concept Drift Negative
2550,0.5833986843098182,0.18294441949809814,Initially Positive,After Concept Drift Negative
2551,0.845462106721826,0.9385769514489408,Initially Negative,After Concept Drift Positive
2552,0.7235501176501364,0.8111321963186068,Initially Negative,After Concept Drift Positive
2553,0.040775312540060504,0.7043499834243787,Initially Negative,After Concept Drift Positive
2554,0.12357654935674167,0.22718435262375924,Initially Positive,After Concept Drift Negative
2555,0.8954089050590928,0.91909136761084,Initially Negative,After Concept Drift Positive
2556,0.5330546647529462,0.9691647410696898,Initially Positive,After Concept Drift Negative
2557,0.9286026339161865,0.9107009948518185,Initially Negative,After Concept Drift Positive
2558,0.007357074777462169,0.9573466153322858,Initially Negative,After Concept Drift Positive
2559,0.38700669383406927,0.8690133175535569,Initially Positive,After Concept Drift Negative
2560,0.1934654088475064,0.921734341658913,Initially Negative,After Concept Drift Positive
2561,0.604658679652848,0.4827287717064811,Initially Positive,After Concept Drift Negative
2562,0.8308162601449363,0.28529534900549147,Initially Positive,After Concept Drift Negative
2563,0.4473430882427537,0.31567563812736366,Initially Positive,After Concept Drift Negative
2564,0.04712675734589167,0.2159087340456498,Initially Negative,After Concept Drift Positive
2565,0.6740437055002101,0.5462437438955616,Initially Positive,After Concept Drift Negative
2566,0.6007528375583338,0.7517887916367783,Initially Positive,After Concept Drift Negative
2567,0.6978113625873944,0.3686516926815253,Initially Positive,After Concept Drift Negative
2568,0.24455210972646768,0.47271949182558703,Initially Positive,After Concept Drift Negative
2569,0.21231857244231345,0.8372845426837859,Initially Negative,After Concept Drift Positive
2570,0.1987701200655858,0.8773215683876155,Initially Negative,After Concept Drift Positive
2571,0.9390772096652534,0.5486830661534357,Initially Negative,After Concept Drift Positive
2572,0.3788091464401354,0.8731543143633628,Initially Positive,After Concept Drift Negative
2573,0.9565501090295204,0.6506396604783238,Initially Negative,After Concept Drift Positive
2574,0.004993660309135728,0.5101786371536376,Initially Negative,After Concept Drift Positive
2575,0.34313268874420966,0.9749235687760945,Initially Negative,After Concept Drift Positive
2576,0.9326299672060314,0.1005773870556338,Initially Positive,After Concept Drift Negative
2577,0.8111963846541629,0.9607979243602759,Initially Negative,After Concept Drift Positive
2578,0.8340359229137938,0.41970219986377366,Initially Positive,After Concept Drift Negative
2579,0.49846718926748923,0.9915126519573403,Initially Positive,After Concept Drift Negative
2580,0.9566999121241013,0.6799449621421345,Initially Negative,After Concept Drift Positive
2581,0.04308354008592663,0.9160770816438798,Initially Negative,After Concept Drift Positive
2582,0.6969979433879215,0.42198160580346555,Initially Positive,After Concept Drift Negative
2583,0.3380807316117723,0.4937898671444848,Initially Positive,After Concept Drift Negative
2584,0.12609352931187268,0.4083375437496499,Initially Negative,After Concept Drift Positive
2585,0.3266112581020797,0.877458353206241,Initially Negative,After Concept Drift Positive
2586,0.27716887972329995,0.016013307195448245,Initially Positive,After Concept Drift Negative
2587,0.8444942007222715,0.7267714407144932,Initially Negative,After Concept Drift Positive
2588,0.5787754978818324,0.7838364093353639,Initially Positive,After Concept Drift Negative
2589,0.4343399566280792,0.912394487486307,Initially Positive,After Concept Drift Negative
2590,0.3308980968660028,0.04859979962363936,Initially Positive,After Concept Drift Negative
2591,0.9538853451942012,0.628397979718938,Initially Negative,After Concept Drift Positive
2592,0.7485438198424118,0.8761442048295558,Initially Negative,After Concept Drift Positive
2593,0.542361729558806,0.13855023482524698,Initially Positive,After Concept Drift Negative
2594,0.2800148142689646,0.1498202381749233,Initially Positive,After Concept Drift Negative
2595,0.7511784860371051,0.9669309708451757,Initially Negative,After Concept Drift Positive
2596,0.5495694982940854,0.5816677608761284,Initially Positive,After Concept Drift Negative
2597,0.4150612570492228,0.7590598567572375,Initially Positive,After Concept Drift Negative
2598,0.3965309994454308,0.2375549946566684,Initially Positive,After Concept Drift Negative
2599,0.5106852973557772,0.972416595139762,Initially Positive,After Concept Drift Negative
2600,0.5281551446687391,0.8149840531796341,Initially Positive,After Concept Drift Negative
2601,0.24132104656784614,0.18214141893167335,Initially Positive,After Concept Drift Negative
2602,0.9851587866182842,0.02786701363506716,Initially Positive,After Concept Drift Negative
2603,0.6964735616274621,0.6397104552380144,Initially Positive,After Concept Drift Negative
2604,0.6810108454674902,0.621010290482062,Initially Positive,After Concept Drift Negative
2605,0.12025807162669944,0.5055316855180043,Initially Negative,After Concept Drift Positive
2606,0.8340357408761135,0.08230869211847647,Initially Positive,After Concept Drift Negative
2607,0.9025289804225947,0.9151030881566623,Initially Negative,After Concept Drift Positive
2608,0.8301709378591464,0.22343127482698322,Initially Positive,After Concept Drift Negative
2609,0.19244061051996808,0.9824052699778455,Initially Negative,After Concept Drift Positive
2610,0.8454756780005798,0.3528153618069195,Initially Positive,After Concept Drift Negative
2611,0.859476560989662,0.9562148787746749,Initially Negative,After Concept Drift Positive
2612,0.719632171052834,0.4844828444620747,Initially Positive,After Concept Drift Negative
2613,0.4918025505349478,0.37470900006931696,Initially Positive,After Concept Drift Negative
2614,0.18749546302315867,0.05142216810254052,Initially Positive,After Concept Drift Negative
2615,0.6071815967322819,0.8703696515843401,Initially Positive,After Concept Drift Negative
2616,0.4704822205983039,0.5391482789828135,Initially Positive,After Concept Drift Negative
2617,0.8812030808067762,0.9370857826525352,Initially Negative,After Concept Drift Positive
2618,0.27533662140002013,0.2913611318744158,Initially Positive,After Concept Drift Negative
2619,0.2281645740086824,0.1775512304894049,Initially Positive,After Concept Drift Negative
2620,0.6282155553676109,0.5568487531915067,Initially Positive,After Concept Drift Negative
2621,0.7371362662746385,0.672341035108919,Initially Positive,After Concept Drift Negative
2622,0.8778273301412572,0.04244411477621812,Initially Positive,After Concept Drift Negative
2623,0.28777513803547283,0.45462366096746276,Initially Positive,After Concept Drift Negative
2624,0.2370135513887225,0.785153790565885,Initially Negative,After Concept Drift Positive
2625,0.3681560566020379,0.18510842478634848,Initially Positive,After Concept Drift Negative
2626,0.7708448770795405,0.3664614500357978,Initially Positive,After Concept Drift Negative
2627,0.8047228206242496,0.2699872859124145,Initially Positive,After Concept Drift Negative
2628,0.38350929319125204,0.4452670224261158,Initially Positive,After Concept Drift Negative
2629,0.3684691062983637,0.44814420839380276,Initially Positive,After Concept Drift Negative
2630,0.8691583846563647,0.5966958049642443,Initially Negative,After Concept Drift Positive
2631,0.9061542363147267,0.17543028229385838,Initially Positive,After Concept Drift Negative
2632,0.8827026667746868,0.6994903106646656,Initially Negative,After Concept Drift Positive
2633,0.010483917312663849,0.08183006581027574,Initially Negative,After Concept Drift Positive
2634,0.7813323415898711,0.9517977468663599,Initially Negative,After Concept Drift Positive
2635,0.49682688732191393,0.409599477540067,Initially Positive,After Concept Drift Negative
2636,0.4840479564586967,0.5742520207057648,Initially Positive,After Concept Drift Negative
2637,0.05501069581165163,0.5699474254722328,Initially Negative,After Concept Drift Positive
2638,0.6577862559525373,0.7021908575767696,Initially Positive,After Concept Drift Negative
2639,0.36942533760059504,0.6635063945774053,Initially Positive,After Concept Drift Negative
2640,0.8100142762456722,0.7768086169210213,Initially Negative,After Concept Drift Positive
2641,0.16103982207841527,0.1448416489858958,Initially Positive,After Concept Drift Negative
2642,0.9713806173791751,0.7604720882572791,Initially Negative,After Concept Drift Positive
2643,0.531315314908824,0.7869835037868268,Initially Positive,After Concept Drift Negative
2644,0.8937432884075596,0.8129883012606955,Initially Negative,After Concept Drift Positive
2645,0.10342870643193436,0.5980186983824591,Initially Negative,After Concept Drift Positive
2646,0.2658965388119793,0.45544075708824794,Initially Positive,After Concept Drift Negative
2647,0.6668270819396951,0.471769191474104,Initially Positive,After Concept Drift Negative
2648,0.597019765440621,0.944970251104685,Initially Positive,After Concept Drift Negative
2649,0.31459610760237,0.43355014479068477,Initially Positive,After Concept Drift Negative
2650,0.6567882616500724,0.18261069080305825,Initially Positive,After Concept Drift Negative
2651,0.3279431180185223,0.797893395194731,Initially Positive,After Concept Drift Negative
2652,0.34989212835643213,0.3099218671104239,Initially Positive,After Concept Drift Negative
2653,0.6020953073262,0.29065209033845996,Initially Positive,After Concept Drift Negative
2654,0.5470889802269651,0.702179225287463,Initially Positive,After Concept Drift Negative
2655,0.5761752265722446,0.5949807778751312,Initially Positive,After Concept Drift Negative
2656,0.780102379051226,0.16102046839800688,Initially Positive,After Concept Drift Negative
2657,0.23940794771065055,0.13833426720998254,Initially Positive,After Concept Drift Negative
2658,0.2629948877664543,0.77121976133828,Initially Negative,After Concept Drift Positive
2659,0.6926561447916172,0.7087324452683036,Initially Positive,After Concept Drift Negative
2660,0.7141731026030782,0.20883181534352346,Initially Positive,After Concept Drift Negative
2661,0.7544005137194785,0.3809434939365881,Initially Positive,After Concept Drift Negative
2662,0.042774974985961056,0.5860448860472972,Initially Negative,After Concept Drift Positive
2663,0.49609158671528353,0.0618531648568047,Initially Positive,After Concept Drift Negative
2664,0.4046014013966063,0.7851035128663418,Initially Positive,After Concept Drift Negative
2665,0.14935908559237177,0.5235706177116766,Initially Negative,After Concept Drift Positive
2666,0.5832438796391877,0.3552899888725326,Initially Positive,After Concept Drift Negative
2667,0.8110858111903121,0.04292513436124901,Initially Positive,After Concept Drift Negative
2668,0.9694403394227249,0.00673874626892168,Initially Positive,After Concept Drift Negative
2669,0.8084396866512018,0.28784574953140873,Initially Positive,After Concept Drift Negative
2670,0.16874093574881288,0.10847232955901787,Initially Positive,After Concept Drift Negative
2671,0.5182968977722932,0.4543583839935731,Initially Positive,After Concept Drift Negative
2672,0.5910280727324057,0.75265258918619,Initially Positive,After Concept Drift Negative
2673,0.09824851746493268,0.8629644197644202,Initially Negative,After Concept Drift Positive
2674,0.4608442666339384,0.9494164455671824,Initially Positive,After Concept Drift Negative
2675,0.29026810868030783,0.4523757427900268,Initially Positive,After Concept Drift Negative
2676,0.3989271708788594,0.8261462190648063,Initially Positive,After Concept Drift Negative
2677,0.9071872464151708,0.11190892969947985,Initially Positive,After Concept Drift Negative
2678,0.5971534350754268,0.4448180919875202,Initially Positive,After Concept Drift Negative
2679,0.294936884452755,0.18479669575111835,Initially Positive,After Concept Drift Negative
2680,0.31932935482822333,0.19112199761854187,Initially Positive,After Concept Drift Negative
2681,0.6104277141428759,0.6890785534569239,Initially Positive,After Concept Drift Negative
2682,0.3600618700613306,0.7550872602258097,Initially Positive,After Concept Drift Negative
2683,0.10602638324757141,0.69406818452845,Initially Negative,After Concept Drift Positive
2684,0.5533359667854267,0.5555175068159044,Initially Positive,After Concept Drift Negative
2685,0.7189839469568758,0.522488433134632,Initially Positive,After Concept Drift Negative
2686,0.030613815767023156,0.5591373485175892,Initially Negative,After Concept Drift Positive
2687,0.40022051777879164,0.08489473661303082,Initially Positive,After Concept Drift Negative
2688,0.03784943379495853,0.17500609851001625,Initially Negative,After Concept Drift Positive
2689,0.3071396886998373,0.27224217851245625,Initially Positive,After Concept Drift Negative
2690,0.5962993397129369,0.7506336072609833,Initially Positive,After Concept Drift Negative
2691,0.45677335009619835,0.8620246443127844,Initially Positive,After Concept Drift Negative
2692,0.9733020987269162,0.9235811738735393,Initially Negative,After Concept Drift Positive
2693,0.06167715817384212,0.1437527994554616,Initially Positive,After Concept Drift Negative
2694,0.14639586679293415,0.3920473948673513,Initially Positive,After Concept Drift Negative
2695,0.1572767093299987,0.14972324198108733,Initially Positive,After Concept Drift Negative
2696,0.8715402635083527,0.911554237954001,Initially Negative,After Concept Drift Positive
2697,0.05838747605219641,0.7125332125078128,Initially Negative,After Concept Drift Positive
2698,0.6514436877169753,0.8478841278782012,Initially Positive,After Concept Drift Negative
2699,0.6773505643324865,0.395602277296801,Initially Positive,After Concept Drift Negative
2700,0.939800654761302,0.41277838780276255,Initially Negative,After Concept Drift Positive
2701,0.5912251545786434,0.8600308198153132,Initially Positive,After Concept Drift Negative
2702,0.7739982410110582,0.36835705103474503,Initially Positive,After Concept Drift Negative
2703,0.36408968666532704,0.810121836742395,Initially Positive,After Concept Drift Negative
2704,0.9873373505332118,0.30233376122996025,Initially Negative,After Concept Drift Positive
2705,0.980317970098053,0.7247015422876903,Initially Negative,After Concept Drift Positive
2706,0.025345434701598113,0.6705673665715735,Initially Negative,After Concept Drift Positive
2707,0.4765964228293009,0.33577883884938786,Initially Positive,After Concept Drift Negative
2708,0.5043101797150885,0.7092402045625643,Initially Positive,After Concept Drift Negative
2709,0.74115075336692,0.08007572198999346,Initially Positive,After Concept Drift Negative
2710,0.2267566933336096,0.948073361110758,Initially Negative,After Concept Drift Positive
2711,0.5904914714828677,0.8070618100159352,Initially Positive,After Concept Drift Negative
2712,0.6209740838703468,0.36976314952370937,Initially Positive,After Concept Drift Negative
2713,0.7213207252049249,0.1535354312650914,Initially Positive,After Concept Drift Negative
2714,0.2740909544283726,0.2002737315679367,Initially Positive,After Concept Drift Negative
2715,0.4670375325797178,0.7104068225421464,Initially Positive,After Concept Drift Negative
2716,0.22194084627517807,0.13266256940951526,Initially Positive,After Concept Drift Negative
2717,0.005532597371969983,0.9692130008005367,Initially Negative,After Concept Drift Positive
2718,0.8274199975430413,0.06687423865633635,Initially Positive,After Concept Drift Negative
2719,0.44605115147922403,0.7769060956365743,Initially Positive,After Concept Drift Negative
2720,0.6785903755949344,0.44531627532351703,Initially Positive,After Concept Drift Negative
2721,0.8601666248394523,0.13105535256217726,Initially Positive,After Concept Drift Negative
2722,0.5306344815734653,0.42716866971511025,Initially Positive,After Concept Drift Negative
2723,0.6417914014601253,0.23028839653731448,Initially Positive,After Concept Drift Negative
2724,0.6211844016727452,0.3559762762547771,Initially Positive,After Concept Drift Negative
2725,0.7972038335759605,0.706487757052141,Initially Negative,After Concept Drift Positive
2726,0.2917005424727268,0.035402507139184136,Initially Positive,After Concept Drift Negative
2727,0.032921318452967196,0.5861180721455078,Initially Negative,After Concept Drift Positive
2728,0.12822696339184647,0.40772356395501186,Initially Negative,After Concept Drift Positive
2729,0.9812170943617955,0.4119213262028798,Initially Negative,After Concept Drift Positive
2730,0.609498020781304,0.7245424349806862,Initially Positive,After Concept Drift Negative
2731,0.9402568200373865,0.22769435754619272,Initially Negative,After Concept Drift Positive
2732,0.10713231381852406,0.9265999854699437,Initially Negative,After Concept Drift Positive
2733,0.24574545871109366,0.5895671812519754,Initially Positive,After Concept Drift Negative
2734,0.6903480778268715,0.8416938460799126,Initially Negative,After Concept Drift Positive
2735,0.7389578959264587,0.7670278969940693,Initially Negative,After Concept Drift Positive
2736,0.930021429830701,0.8177105827541422,Initially Negative,After Concept Drift Positive
2737,0.5616358020078862,0.6732795542199648,Initially Positive,After Concept Drift Negative
2738,0.4595631687912113,0.1807401337398341,Initially Positive,After Concept Drift Negative
2739,0.3862048999482971,0.040128085555530935,Initially Positive,After Concept Drift Negative
2740,0.4726656068404168,0.5206212955325099,Initially Positive,After Concept Drift Negative
2741,0.008047922884092396,0.3540463702265687,Initially Negative,After Concept Drift Positive
2742,0.8175202813193282,0.5054120397553004,Initially Positive,After Concept Drift Negative
2743,0.48069781744387985,0.36259723740620053,Initially Positive,After Concept Drift Negative
2744,0.20778089468722938,0.07215607259477863,Initially Positive,After Concept Drift Negative
2745,0.3827835953704868,0.19512979701838995,Initially Positive,After Concept Drift Negative
2746,0.4282306704172961,0.3282060272459194,Initially Positive,After Concept Drift Negative
2747,0.8295809795423722,0.7085216928827061,Initially Negative,After Concept Drift Positive
2748,0.49009934937714195,0.08302674245020014,Initially Positive,After Concept Drift Negative
2749,0.27675766221943954,0.5812549575406467,Initially Positive,After Concept Drift Negative
2750,0.5216642460984128,0.4806012508718066,Initially Positive,After Concept Drift Negative
2751,0.6383022284331046,0.08317199028190214,Initially Positive,After Concept Drift Negative
2752,0.9934978005427283,0.7155431381407904,Initially Negative,After Concept Drift Positive
2753,0.004173516255798981,0.9798167516487541,Initially Negative,After Concept Drift Positive
2754,0.5534279451656212,0.4243439989245035,Initially Positive,After Concept Drift Negative
2755,0.7692824509929419,0.36434473382174604,Initially Positive,After Concept Drift Negative
2756,0.09237641110926298,0.5264906391413313,Initially Negative,After Concept Drift Positive
2757,0.6287110158061184,0.5491893799596199,Initially Positive,After Concept Drift Negative
2758,0.6024724682868291,0.8039102942340732,Initially Positive,After Concept Drift Negative
2759,0.7118868356629554,0.9420555651943655,Initially Negative,After Concept Drift Positive
2760,0.9138218864600774,0.19833558445840682,Initially Positive,After Concept Drift Negative
2761,0.33809872925233053,0.28570943897126544,Initially Positive,After Concept Drift Negative
2762,0.5370480878117568,0.6011199437786152,Initially Positive,After Concept Drift Negative
2763,0.6865459343000876,0.31505555148143394,Initially Positive,After Concept Drift Negative
2764,0.8176250953218351,0.30910732634677496,Initially Positive,After Concept Drift Negative
2765,0.004640305567454761,0.8225012212334345,Initially Negative,After Concept Drift Positive
2766,0.9010388517164204,0.7058320050343807,Initially Negative,After Concept Drift Positive
2767,0.14482827154555078,0.7565695771379479,Initially Negative,After Concept Drift Positive
2768,0.04379855088100082,0.32115433362052037,Initially Negative,After Concept Drift Positive
2769,0.6029553711916967,0.14609196716451356,Initially Positive,After Concept Drift Negative
2770,0.21905183014658414,0.08352800760929846,Initially Positive,After Concept Drift Negative
2771,0.235097100172721,0.6876824215765676,Initially Negative,After Concept Drift Positive
2772,0.4708270354013633,0.5203144281874166,Initially Positive,After Concept Drift Negative
2773,0.3866529941907737,0.5794961953349766,Initially Positive,After Concept Drift Negative
2774,0.2038630556907144,0.564705722296355,Initially Positive,After Concept Drift Negative
2775,0.5457987476713863,0.5413759388073028,Initially Positive,After Concept Drift Negative
2776,0.8383822185305958,0.07733534988172353,Initially Positive,After Concept Drift Negative
2777,0.3002480587948798,0.6273312922101918,Initially Positive,After Concept Drift Negative
2778,0.18106139835064639,0.4254952188169677,Initially Positive,After Concept Drift Negative
2779,0.5045118642401692,0.9916804659473327,Initially Positive,After Concept Drift Negative
2780,0.5271538149615377,0.37179471447123214,Initially Positive,After Concept Drift Negative
2781,0.641928226386906,0.6246572688985045,Initially Positive,After Concept Drift Negative
2782,0.40237504621737497,0.6550447002465565,Initially Positive,After Concept Drift Negative
2783,0.7908401594490896,0.1695690706016728,Initially Positive,After Concept Drift Negative
2784,0.9435760265367952,0.6141289625773999,Initially Negative,After Concept Drift Positive
2785,0.6428798957483494,0.7067385069625437,Initially Positive,After Concept Drift Negative
2786,0.4686615972381789,0.28033904955417754,Initially Positive,After Concept Drift Negative
2787,0.9674516753715534,0.8862543608173431,Initially Negative,After Concept Drift Positive
2788,0.9201150060697714,0.29613652971551574,Initially Negative,After Concept Drift Positive
2789,0.9098079075747206,0.753363011266145,Initially Negative,After Concept Drift Positive
2790,0.1560704093268559,0.29771063037627277,Initially Positive,After Concept Drift Negative
2791,0.559721584859873,0.8686812148633197,Initially Positive,After Concept Drift Negative
2792,0.7146863929294557,0.30845191941646144,Initially Positive,After Concept Drift Negative
2793,0.3974668341928562,0.752203663281828,Initially Positive,After Concept Drift Negative
2794,0.028616312126941268,0.48429939796311006,Initially Negative,After Concept Drift Positive
2795,0.7014959052246214,0.40874653654203696,Initially Positive,After Concept Drift Negative
2796,0.6483654377586511,0.021652997464613577,Initially Positive,After Concept Drift Negative
2797,0.11593690514876054,0.8071375411338636,Initially Negative,After Concept Drift Positive
2798,0.42581778968854855,0.9856158033630655,Initially Negative,After Concept Drift Positive
2799,0.36626527081006877,0.09105400050554313,Initially Positive,After Concept Drift Negative
2800,0.19858225453570744,0.9213477488609073,Initially Negative,After Concept Drift Positive
2801,0.7038013759523868,0.09996195798175012,Initially Positive,After Concept Drift Negative
2802,0.09311150870813534,0.21367112808902788,Initially Positive,After Concept Drift Negative
2803,0.7184996368811744,0.2567027697114741,Initially Positive,After Concept Drift Negative
2804,0.18062207472295633,0.4342006627752849,Initially Positive,After Concept Drift Negative
2805,0.36534801459189736,0.43609784656183215,Initially Positive,After Concept Drift Negative
2806,0.20035554973850955,0.34102611442399666,Initially Positive,After Concept Drift Negative
2807,0.4727425689554877,0.9091751284781879,Initially Positive,After Concept Drift Negative
2808,0.941449711014468,0.007611405959476514,Initially Positive,After Concept Drift Negative
2809,0.6323518697191425,0.9104261415322449,Initially Positive,After Concept Drift Negative
2810,0.49766523114773475,0.5165378525608871,Initially Positive,After Concept Drift Negative
2811,0.5060770086317076,0.420348479054947,Initially Positive,After Concept Drift Negative
2812,0.47182464666215396,0.09334397760649138,Initially Positive,After Concept Drift Negative
2813,0.6236097176892575,0.6912326415110123,Initially Positive,After Concept Drift Negative
2814,0.4688742653966014,0.10263220508439042,Initially Positive,After Concept Drift Negative
2815,0.9188911122768807,0.5424192242479667,Initially Negative,After Concept Drift Positive
2816,0.9000832579612875,0.30200023311356894,Initially Positive,After Concept Drift Negative
2817,0.5273165089121866,0.2688148964047007,Initially Positive,After Concept Drift Negative
2818,0.8793834249202622,0.15368083523686127,Initially Positive,After Concept Drift Negative
2819,0.11974005273479515,0.44410790245376586,Initially Negative,After Concept Drift Positive
2820,0.9362246389670092,0.5715128110628408,Initially Negative,After Concept Drift Positive
2821,0.027819440350564828,0.40894413109640637,Initially Negative,After Concept Drift Positive
2822,0.4982923818221565,0.9399123217931459,Initially Positive,After Concept Drift Negative
2823,0.44208925247543573,0.122989927926893,Initially Positive,After Concept Drift Negative
2824,0.9512735658750319,0.8726422422042509,Initially Negative,After Concept Drift Positive
2825,0.26764681901559184,0.8149969336030052,Initially Negative,After Concept Drift Positive
2826,0.9827324491264398,0.8802074254507735,Initially Negative,After Concept Drift Positive
2827,0.9737061007686892,0.6686684128296048,Initially Negative,After Concept Drift Positive
2828,0.5808391015659565,0.04719663705135746,Initially Positive,After Concept Drift Negative
2829,0.1906662907035659,0.8609840500473205,Initially Negative,After Concept Drift Positive
2830,0.7599935203809647,0.25245963853299025,Initially Positive,After Concept Drift Negative
2831,0.589003959514759,0.16344916623637507,Initially Positive,After Concept Drift Negative
2832,0.8737974165035597,0.7280232893624372,Initially Negative,After Concept Drift Positive
2833,0.7483737816434686,0.8836147734810796,Initially Negative,After Concept Drift Positive
2834,0.7413456159619874,0.04968783142501587,Initially Positive,After Concept Drift Negative
2835,0.2536775227852247,0.7514542146670302,Initially Negative,After Concept Drift Positive
2836,0.0867763510338162,0.9802982026000197,Initially Negative,After Concept Drift Positive
2837,0.4187156491265758,0.4820249247001246,Initially Positive,After Concept Drift Negative
2838,0.9854794133400889,0.8124877138044105,Initially Negative,After Concept Drift Positive
2839,0.10730151308878677,0.28894685217379656,Initially Positive,After Concept Drift Negative
2840,0.4490239813435847,0.7127014297877978,Initially Positive,After Concept Drift Negative
2841,0.060484265244163504,0.3157960325392136,Initially Negative,After Concept Drift Positive
2842,0.8895345773045051,0.2393963894931581,Initially Positive,After Concept Drift Negative
2843,0.7193790005245736,0.4260189998165711,Initially Positive,After Concept Drift Negative
2844,0.8119660701952005,0.08315819782636658,Initially Positive,After Concept Drift Negative
2845,0.6637413182115331,0.642805772054113,Initially Positive,After Concept Drift Negative
2846,0.11736338050350859,0.8340656145095339,Initially Negative,After Concept Drift Positive
2847,0.1492836294037685,0.7722301350289468,Initially Negative,After Concept Drift Positive
2848,0.09773029915319009,0.9615295085713331,Initially Negative,After Concept Drift Positive
2849,0.6134226977043734,0.47448115790102696,Initially Positive,After Concept Drift Negative
2850,0.8912099476797615,0.8284781762062053,Initially Negative,After Concept Drift Positive
2851,0.6777126925769487,0.7123404330304504,Initially Positive,After Concept Drift Negative
2852,0.49255219638647163,0.45009226098291044,Initially Positive,After Concept Drift Negative
2853,0.6733270451458201,0.4431786317352877,Initially Positive,After Concept Drift Negative
2854,0.38252787819097545,0.4655609993175809,Initially Positive,After Concept Drift Negative
2855,0.9661240362240585,0.2937423204154036,Initially Negative,After Concept Drift Positive
2856,0.08814597035074523,0.8536873090156338,Initially Negative,After Concept Drift Positive
2857,0.4604899706080059,0.31331721279604496,Initially Positive,After Concept Drift Negative
2858,0.8161946048553687,0.7591083240550435,Initially Negative,After Concept Drift Positive
2859,0.340602336201164,0.5661814380674114,Initially Positive,After Concept Drift Negative
2860,0.21230935646426363,0.6275058332168615,Initially Negative,After Concept Drift Positive
2861,0.4532458114293898,0.8335678838437953,Initially Positive,After Concept Drift Negative
2862,0.08573171452650408,0.7619368785323433,Initially Negative,After Concept Drift Positive
2863,0.10395691773016691,0.12808463531039427,Initially Positive,After Concept Drift Negative
2864,0.6620693854777989,0.9146677434207574,Initially Negative,After Concept Drift Positive
2865,0.8631482399580509,0.7712654355371733,Initially Negative,After Concept Drift Positive
2866,0.061561183861706725,0.49684219044006817,Initially Negative,After Concept Drift Positive
2867,0.39325095094262774,0.7802210772394176,Initially Positive,After Concept Drift Negative
2868,0.5265766220760205,0.8816758074286623,Initially Positive,After Concept Drift Negative
2869,0.9021576707095131,0.01205107229987712,Initially Positive,After Concept Drift Negative
2870,0.6251690164938812,0.8318911660431882,Initially Positive,After Concept Drift Negative
2871,0.6299475007180947,0.7865052553155983,Initially Positive,After Concept Drift Negative
2872,0.4308641534812595,0.3882100567477158,Initially Positive,After Concept Drift Negative
2873,0.7387822715100762,0.017176834268045504,Initially Positive,After Concept Drift Negative
2874,0.3234046868989582,0.9754036051323917,Initially Negative,After Concept Drift Positive
2875,0.8332142665777719,0.8824709100881838,Initially Negative,After Concept Drift Positive
2876,0.6840481385220184,0.09155125584579549,Initially Positive,After Concept Drift Negative
2877,0.6877304867891105,0.9487081255412234,Initially Negative,After Concept Drift Positive
2878,0.5771457222364557,0.8452937912490612,Initially Positive,After Concept Drift Negative
2879,0.7523866901109245,0.7542449726297461,Initially Negative,After Concept Drift Positive
2880,0.0745173559793677,0.44082494742265144,Initially Negative,After Concept Drift Positive
2881,0.8671102677272696,0.9171445001593683,Initially Negative,After Concept Drift Positive
2882,0.9205912206931194,0.9418661348537284,Initially Negative,After Concept Drift Positive
2883,0.39929326034825374,0.30299806893709846,Initially Positive,After Concept Drift Negative
2884,0.03469977998323914,0.5539029329356092,Initially Negative,After Concept Drift Positive
2885,0.28305484746806187,0.5132470635103822,Initially Positive,After Concept Drift Negative
2886,0.04255764914986726,0.08379782172076289,Initially Positive,After Concept Drift Negative
2887,0.2997887733368446,0.8992865578324157,Initially Negative,After Concept Drift Positive
2888,0.16326089763702378,0.845952133736239,Initially Negative,After Concept Drift Positive
2889,0.47041613899842005,0.9169236411296516,Initially Positive,After Concept Drift Negative
2890,0.2878241931097306,0.881884630686039,Initially Negative,After Concept Drift Positive
2891,0.5815584483258124,0.4429517349036738,Initially Positive,After Concept Drift Negative
2892,0.4706709485261581,0.6030932630638238,Initially Positive,After Concept Drift Negative
2893,0.7889911723596087,0.04682082663897602,Initially Positive,After Concept Drift Negative
2894,0.5018719196498665,0.3912545437259548,Initially Positive,After Concept Drift Negative
2895,0.054820018596967834,0.8580510884947713,Initially Negative,After Concept Drift Positive
2896,0.6841270859985478,0.7726202075264543,Initially Positive,After Concept Drift Negative
2897,0.8526857696923782,0.9237958942472554,Initially Negative,After Concept Drift Positive
2898,0.4600881029138081,0.993439463214438,Initially Negative,After Concept Drift Positive
2899,0.4185977137719439,0.2775629440613636,Initially Positive,After Concept Drift Negative
2900,0.6049345399797695,0.9934206227918162,Initially Negative,After Concept Drift Positive
2901,0.13982383389610065,0.32846932789002936,Initially Positive,After Concept Drift Negative
